one two three
3.152 3.456 3.755
1.894 1.919 2.393
1.867 2.123 2.388
2.922 3.206 3.498
2.737 3.016 3.303
0.198 0.284 0.390
3.654 3.973 4.286
3.491 3.521 4.066
0.383 0.515 0.664
1.718 1.742 2.199
3.021 3.308 3.603
2.374 2.644 2.921
4.461 4.492 5.081
1.872 2.140 2.405
0.166 0.238 0.332
1.356 1.589 1.833
0.441 0.578 0.736
2.657 2.659 3.170
0.244 0.336 0.456
0.598 0.757 0.904
1.095 1.452 1.660
0.598 0.792 0.991
1.765 1.805 2.250
2.928 3.371 3.662
3.019 3.384 3.660
6.138 6.188 6.723
4.720 5.093 5.423
2.440 2.751 2.982
1.205 1.260 1.697
2.011 2.328 2.598
5.524 5.845 6.182
1.083 1.336 1.574
5.353 5.718 6.142
2.394 2.773 3.058
6.230 6.303 6.878
0.372 0.509 0.695
3.373 3.421 3.971
3.019 3.454 3.754
0.264 0.370 0.493
3.898 4.223 4.542
2.487 2.515 3.009
3.200 3.492 3.793
4.622 4.946 5.275
2.015 2.040 2.514
1.850 2.117 2.381
2.134 2.160 2.646
0.874 1.068 1.281
2.426 2.710 2.988
0.354 0.480 0.624
1.514 1.537 1.984
4.521 4.859 5.186
3.331 3.640 3.945
3.445 3.475 4.025
2.984 3.012 3.531
1.660 1.919 2.177
0.617 0.789 0.973
1.892 1.917 2.384
4.945 5.370 5.761
2.147 2.464 2.807
1.979 2.323 2.488
0.224 0.416 0.548
0.838 0.859 1.176
1.434 1.446 1.871
0.504 0.804 0.990
1.227 1.260 1.643
2.617 2.907 3.194
1.761 2.037 2.266
1.021 1.278 1.398
2.664 3.127 3.446
1.819 2.292 2.561
3.725 4.304 4.624
2.529 2.816 3.097
2.799 2.827 3.336
2.731 3.010 3.296
1.071 1.092 1.486
2.730 2.758 3.270
2.019 2.280 2.548
4.100 4.416 4.738
2.093 2.357 2.627
2.802 3.096 3.385
2.736 2.763 3.270
0.811 1.008 1.215
2.709 2.737 3.242
3.134 3.424 3.723
1.214 1.448 1.685
1.171 1.192 1.605
0.982 1.187 1.409
0.953 0.972 1.354
0.176 0.251 0.348
0.886 1.081 1.295
0.323 0.437 0.573
1.800 1.825 2.287
0.927 1.127 1.344
0.931 1.141 1.359
0.902 1.109 1.324
1.184 1.415 1.650
0.185 0.267 0.369
1.214 1.236 1.648
0.632 0.806 0.993
0.733 0.920 1.118
0.346 0.471 0.613
1.303 1.325 1.746
1.293 1.522 1.763
2.631 2.907 3.191
1.136 1.364 1.596
1.756 2.020 2.281
3.648 3.678 4.238
0.958 0.978 1.361
1.612 1.858 2.114
1.864 1.889 2.361
2.283 2.563 2.838
1.994 2.020 2.499
0.571 0.735 0.914
2.863 3.158 3.448
1.940 2.210 2.476
4.620 4.960 5.288
1.745 1.770 2.228
1.483 1.722 1.973
3.576 3.606 4.156
5.389 5.719 6.050
1.300 1.540 1.781
1.339 1.361 1.792
1.340 1.572 1.815
3.723 4.044 4.359
1.540 1.563 2.012
1.459 1.482 1.923
0.713 0.889 1.084
2.488 2.761 3.041
0.760 0.951 1.152
3.291 3.585 3.889
1.437 1.460 1.900
1.623 1.924 2.187
1.463 1.771 2.024
1.102 1.138 1.526
1.974 2.363 2.633
0.349 0.487 0.631
1.748 1.780 2.221
1.702 1.952 2.211
2.469 2.806 3.018
0.436 0.561 0.718
0.178 0.337 0.453
2.328 2.695 2.973
0.500 0.672 0.843
1.780 2.066 2.355
0.542 0.790 0.975
4.691 4.723 5.309
3.915 4.227 4.546
0.468 0.616 0.780
0.573 0.738 0.917
2.449 2.734 3.013
3.565 3.595 4.152
4.029 4.344 4.665
3.792 3.822 4.382
5.648 5.979 6.308
1.950 1.975 2.446
0.919 1.118 1.335
1.505 1.528 1.974
2.698 2.726 3.237
0.885 1.081 1.294
4.059 4.374 4.695
1.354 1.377 1.809
3.036 3.323 3.619
0.461 0.608 0.771
0.458 0.604 0.766
0.490 0.642 0.809
0.502 0.656 0.825
0.814 0.873 1.185
0.575 0.819 1.030
2.267 2.336 2.816
0.518 0.684 0.857
3.867 3.883 4.461
1.916 2.201 2.437
0.345 0.480 0.624
1.357 1.360 1.815
3.390 3.669 3.985
2.156 2.408 2.718
2.794 3.012 3.438
2.320 2.393 2.934
3.407 3.436 3.985
1.338 1.580 1.824
3.659 3.689 4.243
0.975 1.189 1.410
0.345 0.464 0.605
1.155 1.176 1.587
2.196 2.222 2.711
1.186 1.407 1.642
3.838 3.868 4.430
2.228 2.507 2.781
2.285 2.312 2.798
3.183 3.474 3.774
2.222 2.248 2.732
0.470 0.612 0.776
0.995 1.201 1.423
2.012 2.273 2.541
2.077 2.340 2.610
1.773 1.797 2.258
1.582 1.826 2.081
0.689 0.862 1.055
2.020 2.281 2.549
0.999 1.019 1.404
3.387 3.698 4.004
1.186 1.207 1.616
3.717 4.024 4.339
3.470 3.770 4.078
1.033 1.243 1.468
1.025 1.234 1.459
3.385 3.696 4.002
2.377 2.404 2.900
1.521 1.761 2.014
2.120 2.396 2.667
2.736 2.764 3.270
2.061 2.335 2.605
2.323 2.605 2.881
1.607 1.630 2.085
2.403 2.674 2.952
1.745 1.769 2.228
4.859 5.201 5.531
3.020 3.319 3.615
0.325 0.445 0.582
3.623 3.941 4.253
2.166 2.192 2.673
1.316 1.338 1.766
1.054 1.265 1.492
2.936 3.233 3.526
2.095 2.370 2.641
2.993 3.292 3.586
2.646 2.674 3.182
1.579 1.822 2.077
2.067 2.330 2.600
1.249 1.271 1.692
4.033 4.362 4.682
5.207 5.239 5.839
3.255 3.548 3.851
4.189 4.506 4.830
2.692 2.970 3.256
4.308 4.643 4.968
3.705 4.026 4.340
4.553 4.585 5.168
1.924 1.949 2.424
5.030 5.063 5.654
2.605 2.881 3.163
0.581 0.740 0.920
2.654 2.944 3.228
2.216 2.242 2.732
0.577 0.735 0.914
2.550 2.824 3.106
2.353 2.623 2.900
6.081 6.424 6.746
5.429 5.462 6.054
3.565 3.882 4.193
4.873 5.216 5.546
4.358 4.390 4.976
3.265 3.293 3.834
6.865 7.193 7.499
4.829 5.171 5.501
5.844 5.877 6.472
6.781 6.812 7.379
6.549 6.581 7.157
3.300 3.595 3.899
4.912 5.240 5.571
4.205 4.538 4.861
4.991 5.335 5.665
5.400 5.433 6.033
5.204 5.237 5.828
4.418 4.450 5.030
2.313 2.582 2.858
6.667 6.698 7.270
6.041 6.384 6.708
6.871 6.902 7.458
6.786 7.102 7.410
3.278 3.307 3.849
6.143 6.485 6.807
4.738 4.770 5.365
6.533 6.869 7.183
3.427 3.456 3.999
4.430 4.752 5.079
3.200 3.229 3.759
3.207 3.236 3.767
2.193 2.219 2.708
4.128 4.444 4.767
0.251 0.354 0.474
2.889 3.172 3.464
1.946 1.971 2.448
1.133 1.155 1.557
2.874 3.169 3.460
3.826 3.857 4.418
1.783 2.048 2.309
1.066 1.087 1.481
3.036 3.323 3.619
0.203 0.291 0.399
0.937 0.956 1.336
2.425 2.697 2.975
0.318 0.436 0.573
0.947 0.967 1.343
0.367 0.490 0.635
0.172 0.246 0.342
0.178 0.257 0.356
0.807 0.825 1.176
1.948 2.219 2.485
0.617 0.632 0.943
1.522 1.774 2.027
1.670 1.695 2.148
1.533 1.774 2.027
1.155 1.176 1.581
0.283 0.394 0.522
0.301 0.416 0.548
0.871 0.889 1.258
3.189 3.494 3.795
1.344 1.366 1.747
0.376 0.496 0.661
0.477 0.480 0.766
0.902 0.913 1.268
1.867 2.219 2.409
1.988 2.066 2.530
2.446 2.482 2.978
1.681 1.899 2.178
2.705 2.984 3.269
2.736 2.746 3.252
3.655 4.003 4.313
1.624 1.650 2.095
0.398 0.537 0.683
0.134 0.181 0.277
1.964 1.969 2.415
3.950 3.993 4.531
3.138 3.452 3.745
0.187 0.294 0.393
3.557 4.020 4.328
5.474 5.967 6.302
4.505 4.557 5.114
4.305 4.701 5.050
1.016 1.036 1.409
1.538 1.853 2.122
2.296 2.720 2.996
0.211 0.360 0.478
0.193 0.290 0.392
2.438 2.794 3.080
2.071 2.381 2.705
2.181 2.198 2.696
3.227 3.590 3.921
0.271 0.395 0.523
2.428 2.455 2.948
2.864 2.891 3.411
0.434 0.570 0.727
2.716 3.008 3.294
3.101 3.129 3.661
3.594 3.897 4.209
2.012 2.273 2.542
0.790 0.807 1.161
3.953 4.280 4.599
2.449 2.476 2.976
0.407 0.544 0.698
2.383 2.666 2.943
5.363 5.396 5.996
1.943 2.201 2.468
1.229 1.464 1.702
1.146 1.167 1.571
1.318 1.340 1.763
3.079 3.368 3.665
0.874 1.068 1.280
0.704 0.720 1.056
2.812 3.106 3.395
2.216 2.242 2.732
0.250 0.352 0.472
0.521 0.535 0.827
0.200 0.283 0.388
0.965 0.984 1.369
0.516 0.673 0.844
2.971 2.999 3.524
0.919 0.938 1.310
0.161 0.234 0.327
0.840 0.858 1.216
2.162 2.440 2.712
4.352 4.384 4.963
5.110 5.455 5.785
1.198 1.219 1.635
2.132 2.408 2.679
5.331 5.676 6.006
4.414 4.446 5.027
4.266 4.585 4.909
1.300 1.529 1.770
4.879 4.912 5.508
2.541 2.828 3.109
3.029 3.329 3.625
3.765 4.088 4.403
0.661 0.838 1.028
4.479 4.511 5.100
3.792 4.115 4.431
0.432 0.574 0.732
4.948 4.980 5.578
0.826 1.024 1.232
2.056 2.081 2.564
0.849 1.049 1.260
2.545 2.572 3.070
4.606 4.931 5.259
3.445 3.745 4.053
1.501 1.740 1.992
2.752 3.044 3.331
4.094 4.125 4.696
3.045 3.332 3.628
5.424 5.754 6.085
1.975 2.001 2.473
1.916 2.186 2.452
6.327 6.360 6.936
4.644 4.969 5.298
1.263 1.285 1.702
2.761 2.788 3.303
1.475 1.714 1.964
7.310 7.612 7.906
7.255 7.559 7.854
2.390 2.661 2.938
6.202 6.235 6.815
2.854 2.882 3.394
3.130 3.434 3.732
2.466 2.751 3.030
0.911 0.930 1.306
4.200 4.518 4.842
6.173 6.206 6.786
1.241 1.466 1.704
3.074 3.362 3.659
2.253 2.279 2.771
2.269 2.295 2.787
3.542 3.844 4.154
3.261 3.568 3.871
3.480 3.509 4.061
0.895 1.101 1.316
1.206 1.227 1.638
0.476 0.620 0.784
3.286 3.580 3.884
3.467 3.766 4.075
0.760 0.777 1.124
1.797 2.051 2.313
1.219 1.241 1.653
0.107 0.158 0.228
3.200 3.506 3.807
0.827 0.845 1.205
1.366 1.609 1.854
1.175 1.396 1.630
2.367 2.393 2.890
4.170 4.488 4.811
3.493 3.522 4.068
1.414 1.649 1.897
3.200 3.228 3.766
1.804 2.058 2.320
4.673 5.013 5.342
2.391 2.662 2.939
2.641 2.668 3.176
1.331 1.562 1.805
1.425 1.448 1.881
3.421 3.719 4.027
0.532 0.684 0.857
2.252 2.532 2.806
1.130 1.357 1.589
2.962 2.990 3.515
1.358 1.381 1.813
1.956 1.981 2.452
1.274 1.296 1.714
2.468 2.496 2.990
4.348 4.380 4.958
0.624 0.640 0.952
0.532 0.691 0.864
5.178 5.523 5.854
1.062 1.082 1.475
2.522 2.549 3.052
2.270 2.296 2.782
1.193 1.214 1.623
4.032 4.346 4.667
3.885 4.196 4.514
1.016 1.036 1.428
0.793 0.978 1.183
4.801 5.143 5.472
2.120 2.146 2.631
2.819 2.847 3.364
2.256 2.523 2.798
2.135 2.412 2.683
5.291 5.636 5.967
0.815 0.833 1.191
1.916 2.174 2.440
2.954 3.239 3.532
1.743 2.006 2.267
1.537 1.560 2.009
0.150 0.217 0.305
1.475 1.498 1.942
6.410 6.733 7.051
4.051 4.082 4.651
3.118 3.421 3.719
3.107 3.136 3.661
3.167 3.458 3.757
2.332 2.614 2.890
0.832 1.031 1.240
1.587 1.611 2.058
1.883 2.140 2.405
5.438 5.769 6.099
0.386 0.599 0.764
0.312 0.478 0.620
2.611 2.865 3.164
4.366 4.930 5.249
4.249 4.908 5.236
2.852 2.882 3.262
0.421 0.667 0.837
2.068 2.086 2.579
1.786 2.125 2.387
0.671 0.968 1.159
2.901 3.217 3.495
4.234 4.281 4.867
0.682 0.963 1.164
2.840 3.306 3.598
3.671 3.990 4.304
1.124 1.145 1.552
1.133 1.361 1.593
1.694 1.718 2.179
3.195 3.487 3.788
2.919 3.216 3.508
0.639 0.813 1.001
3.001 3.500 3.800
2.035 2.053 2.550
0.560 0.812 1.010
3.797 4.173 4.487
1.467 1.727 1.953
2.122 2.566 2.840
0.967 1.164 1.388
2.092 2.523 2.783
2.272 2.309 2.784
4.557 5.038 5.367
2.908 3.243 3.524
3.918 3.971 4.540
4.187 4.691 4.990
1.084 1.457 1.695
3.030 3.058 3.572
1.830 2.274 2.542
0.560 0.795 0.990
3.411 3.746 4.083
3.573 3.576 4.233
3.687 4.061 4.444
3.438 4.025 4.352
2.247 2.746 3.013
3.736 4.124 4.482
0.804 1.146 1.365
1.176 1.197 1.535
3.836 4.455 4.777
2.882 3.436 3.735
3.074 3.652 3.957
3.161 3.177 3.737
4.343 4.678 5.004
1.221 1.243 1.655
2.601 2.877 3.160
0.535 0.550 0.841
2.356 2.626 2.902
2.908 2.935 3.457
3.903 4.229 4.548
5.283 5.629 5.959
4.173 4.204 4.785
1.656 1.915 2.173
1.467 1.490 1.932
1.090 1.314 1.544
1.172 1.392 1.626
5.872 6.201 6.528
7.412 7.724 8.014
5.582 5.928 6.257
7.052 7.083 7.637
5.736 6.066 6.394
5.270 5.615 5.945
6.229 6.262 6.841
6.255 6.580 6.901
5.996 6.028 6.620
3.789 3.824 4.393
5.521 5.531 6.190
3.184 3.561 3.820
6.098 6.108 6.773
3.760 4.084 4.423
1.528 1.552 2.000
7.666 7.701 8.221
4.609 4.917 5.268
1.160 1.319 1.680
2.129 2.278 2.699
4.174 4.491 4.814
3.824 4.014 4.451
4.527 4.967 5.142
2.939 3.236 3.484
1.495 1.519 1.938
5.601 5.685 6.275
2.552 2.827 2.888
3.623 3.928 4.240
3.229 3.359 3.934
4.990 5.066 5.617
3.296 3.748 4.052
1.257 1.536 1.851
1.937 2.428 2.664
3.156 3.320 3.834
2.572 2.992 3.246
0.323 0.556 0.724
1.536 2.022 2.291
3.826 4.268 4.652
2.648 3.075 3.354
0.258 0.441 0.578
2.323 2.592 2.868
4.498 4.530 5.119
0.786 0.979 1.184
2.264 2.290 2.775
0.587 0.602 0.906
2.564 2.839 3.121
1.048 1.069 1.465
5.018 5.347 5.678
2.102 2.128 2.606
2.785 2.812 3.328
2.299 2.568 2.843
0.647 0.823 1.012
3.770 3.800 4.359
6.557 6.878 7.192
3.528 3.830 4.140
3.008 3.294 3.589
1.023 1.043 1.430
0.342 0.353 0.588
1.181 1.402 1.637
4.266 4.585 4.910
0.470 0.613 0.776
4.106 4.436 4.758
0.985 1.004 1.392
5.799 6.144 6.471
2.082 2.108 2.591
3.641 3.946 4.259
2.918 2.946 3.462
3.065 3.353 3.649
4.676 4.708 5.301
3.647 3.677 4.237
2.484 2.511 3.012
3.188 3.493 3.793
3.913 3.916 4.277
0.864 0.903 1.105
2.524 3.051 3.338
3.338 3.896 4.220
3.039 3.126 3.639
3.392 3.728 4.140
4.195 4.198 4.784
4.216 4.554 4.885
3.602 3.931 4.228
5.196 5.213 5.804
1.134 1.145 1.608
3.105 3.140 3.693
3.145 3.505 3.812
2.648 3.115 3.381
1.613 1.674 2.011
3.148 3.595 3.898
3.521 3.769 4.128
2.374 2.788 3.074
1.066 1.101 1.445
1.413 1.701 1.917
3.077 3.341 3.499
2.275 2.407 2.818
3.913 4.225 4.570
0.505 0.625 0.790
1.645 1.947 2.139
0.808 0.826 1.182
0.778 0.962 1.165
4.296 4.630 4.955
4.108 4.139 4.718
0.861 0.879 1.241
3.087 3.389 3.686
0.901 1.108 1.323
2.132 2.408 2.679
0.273 0.283 0.487
2.964 3.262 3.555
1.160 1.182 1.587
2.535 2.562 3.065
2.167 2.433 2.705
0.847 1.048 1.258
1.743 2.006 2.267
0.662 0.840 1.031
0.760 0.777 1.119
1.752 2.015 2.276
3.816 4.140 4.456
4.261 4.595 4.919
4.716 4.748 5.342
1.551 1.804 2.058
1.195 1.217 1.627
1.573 1.817 2.071
3.242 3.271 3.803
1.201 1.424 1.660
3.393 3.704 4.011
6.295 6.635 6.954
4.262 4.294 4.877
4.174 4.491 4.814
1.199 1.220 1.636
3.860 4.171 4.488
4.144 4.475 4.797
1.250 1.272 1.693
3.010 3.296 3.591
3.439 3.738 4.046
6.072 6.105 6.689
5.943 5.976 6.562
1.964 1.990 2.461
2.392 2.419 2.910
2.801 3.095 3.384
0.234 0.327 0.442
3.034 3.335 3.631
4.800 5.141 5.471
0.216 0.308 0.419
0.829 1.019 1.227
0.992 1.012 1.395
2.301 2.570 2.845
4.097 4.413 4.735
0.475 0.488 0.766
0.498 0.645 0.812
0.953 0.972 1.355
0.043 0.065 0.100
0.276 0.380 0.505
1.506 1.746 1.998
3.754 3.784 4.350
0.417 0.550 0.704
1.167 1.397 1.631
2.103 2.129 2.608
1.630 1.876 2.133
0.575 0.589 0.894
1.286 1.514 1.755
1.102 1.123 1.527
1.792 2.057 2.320
1.291 1.530 1.772
1.981 2.007 2.485
1.320 1.561 1.804
1.200 1.433 1.669
1.722 1.984 2.244
1.091 1.111 1.514
0.583 0.598 0.905
0.798 0.815 1.170
0.384 0.510 0.658
1.402 1.648 1.895
0.987 1.007 1.395
1.137 1.158 1.566
3.496 3.810 4.119
2.962 2.990 3.514
4.008 4.322 4.642
3.705 4.012 4.326
2.992 3.291 3.586
0.159 0.232 0.324
1.546 1.569 2.019
2.333 2.614 2.891
4.546 4.884 5.212
1.968 1.994 2.471
3.269 3.576 3.879
1.889 2.158 2.423
3.214 3.520 3.822
1.527 1.551 1.999
3.228 3.534 3.836
0.704 0.887 1.083
0.508 0.656 0.825
0.956 1.168 1.388
1.836 1.861 2.331
0.598 0.614 0.920
0.614 0.785 0.969
0.945 0.965 1.346
0.983 1.187 1.409
0.632 0.797 0.984
1.574 1.828 2.083
1.667 1.927 2.185
3.620 3.650 4.209
5.225 5.570 5.901
2.420 2.704 2.982
4.071 4.102 4.680
7.510 7.820 8.106
5.840 6.184 6.511
4.326 4.661 4.986
1.677 1.701 2.161
1.323 1.564 1.807
1.175 1.406 1.640
0.793 0.811 1.160
1.430 1.677 1.926
1.281 1.303 1.728
0.921 0.940 1.317
4.871 5.213 5.543
0.709 0.726 1.062
3.892 4.203 4.521
1.704 1.954 2.213
0.452 0.597 0.758
2.393 2.677 2.954
2.097 2.123 2.607
1.432 1.679 1.928
1.838 2.105 2.369
1.592 1.616 2.069
4.699 5.039 5.368
2.852 3.147 3.437
1.996 2.268 2.536
0.728 0.906 1.104
3.503 3.818 4.127
0.546 0.708 0.883
0.097 0.146 0.211
0.524 0.675 0.846
3.837 4.147 4.464
0.388 0.522 0.672
1.388 1.411 1.846
0.629 0.794 0.980
1.684 1.945 2.203
0.212 0.302 0.412
1.524 1.547 1.995
2.940 2.968 3.492
0.339 0.456 0.596
1.260 1.281 1.704
3.111 3.414 3.712
0.974 0.994 1.375
4.290 4.322 4.906
1.952 2.222 2.489
0.553 0.567 0.867
3.752 4.060 4.375
5.194 5.524 5.855
3.362 3.392 3.930
4.646 4.678 5.271
0.246 0.342 0.460
1.075 1.298 1.527
0.908 0.927 1.302
3.563 3.592 4.149
3.243 3.550 3.852
1.466 1.715 1.965
2.095 2.120 2.605
2.090 2.353 2.624
5.889 6.219 6.545
3.398 3.427 3.975
2.973 3.272 3.566
4.932 5.275 5.605
5.407 5.440 6.039
4.917 5.245 5.575
4.759 4.791 5.386
1.222 1.456 1.693
5.176 5.208 5.808
3.487 3.787 4.096
4.369 4.690 5.016
3.424 3.453 3.996
1.704 1.729 2.184
3.673 3.979 4.292
7.110 7.432 7.731
4.540 4.573 5.156
2.803 3.097 3.386
1.280 1.303 1.721
4.063 4.094 4.664
5.263 5.594 5.924
2.540 2.815 3.096
4.035 4.349 4.670
5.438 5.783 6.113
0.953 0.972 1.354
0.413 0.545 0.699
1.678 1.927 2.186
4.203 4.521 4.844
1.343 1.365 1.790
2.239 2.266 2.750
4.360 4.681 5.007
2.560 2.835 3.116
1.158 1.378 1.611
2.936 2.964 3.481
3.799 4.108 4.425
1.034 1.244 1.469
2.435 2.720 2.998
0.642 0.657 0.979
1.333 1.564 1.807
5.384 5.714 6.045
5.738 6.069 6.397
4.908 5.236 5.567
0.774 0.966 1.169
1.494 1.517 1.963
2.324 2.606 2.882
0.483 0.635 0.801
0.198 0.284 0.390
0.386 0.398 0.648
1.045 1.065 1.461
4.245 4.579 4.903
0.189 0.273 0.376
0.824 1.095 1.310
0.342 0.569 0.726
0.198 0.392 0.519
0.926 0.947 1.256
4.550 5.046 5.376
5.373 5.835 6.158
1.265 1.289 1.712
0.785 1.096 1.299
0.248 0.433 0.556
1.688 1.735 2.143
6.522 7.026 7.277
2.437 2.856 3.127
0.983 1.018 1.377
0.652 0.905 1.109
0.202 0.295 0.411
1.519 1.969 2.229
0.760 0.773 1.063
2.267 2.679 2.957
0.808 0.839 1.178
4.555 5.023 5.365
1.358 1.633 1.869
4.145 4.639 4.964
4.012 4.043 4.611
5.337 5.667 5.998
2.849 3.130 3.421
4.102 4.432 4.754
4.090 4.420 4.741
3.323 3.632 3.937
1.141 1.359 1.591
2.449 2.722 3.000
1.629 1.886 2.143
0.572 0.737 0.916
5.210 5.243 5.835
2.742 3.034 3.321
1.575 1.598 2.050
4.806 5.133 5.463
1.273 1.295 1.713
0.554 0.716 0.892
3.407 3.705 4.012
2.640 2.930 3.214
7.389 7.702 7.992
1.843 2.110 2.374
3.430 3.459 4.009
5.685 6.030 6.358
2.701 2.992 3.278
0.477 0.490 0.766
4.755 5.096 5.426
6.449 6.785 7.101
0.250 0.348 0.467
3.897 4.209 4.527
1.473 1.497 1.934
3.945 4.258 4.577
5.162 5.195 5.787
3.204 3.496 3.797
2.795 2.823 3.339
6.045 6.078 6.669
8.154 8.182 8.673
1.667 1.691 2.150
6.614 6.646 7.219
5.688 6.019 6.347
7.930 8.213 8.487
5.327 5.658 5.988
8.460 8.487 8.961
7.383 7.684 7.975
5.938 6.267 6.593
2.144 2.170 2.650
5.510 5.841 6.171
2.356 2.383 2.872
5.237 5.270 5.869
9.394 9.418 9.843
7.453 7.483 8.015
2.936 2.964 3.487
1.827 2.093 2.357
2.375 2.658 2.935
5.465 5.811 6.141
1.642 1.667 2.118
5.414 5.448 6.039
4.171 4.488 4.811
2.306 2.332 2.826
2.902 2.930 3.452
2.242 2.268 2.753
0.585 0.752 0.932
6.713 6.745 7.314
3.567 3.884 4.195
4.156 4.488 4.811
0.812 1.000 1.206
6.259 6.599 6.919
5.646 5.679 6.277
6.316 6.641 6.960
5.937 6.281 6.606
3.651 3.681 4.242
5.741 5.773 6.370
8.211 8.497 8.761
6.510 6.845 7.160
5.702 5.735 6.332
3.029 3.057 3.585
7.277 7.307 7.849
3.554 3.870 4.181
4.737 5.063 5.392
8.065 8.344 8.613
8.827 8.853 9.301
8.128 8.404 8.672
5.627 5.973 6.301
1.139 1.160 1.569
2.236 2.262 2.746
6.461 6.493 7.065
0.473 0.623 0.787
6.705 7.023 7.333
5.463 5.496 6.088
3.650 3.956 4.269
7.767 7.796 8.310
6.984 7.295 7.598
2.690 2.968 3.254
5.505 5.538 6.137
7.646 7.676 8.197
7.482 7.792 8.079
5.725 5.758 6.355
6.912 6.943 7.503
5.845 6.174 6.501
5.332 5.663 6.013
7.533 7.824 8.111
3.469 3.803 4.062
3.980 4.101 4.622
0.673 0.950 1.120
3.676 3.982 4.295
8.866 9.094 9.522
7.008 7.151 7.586
4.341 4.492 5.081
7.744 7.929 8.330
2.587 2.858 3.126
3.403 3.715 3.791
0.330 0.445 0.583
5.942 6.271 6.597
4.019 4.333 4.638
6.249 6.575 6.640
4.822 5.147 5.564
9.428 9.479 9.853
1.720 1.745 2.208
6.669 6.987 7.299
6.164 6.485 6.586
6.477 6.493 6.783
0.503 0.651 0.819
6.959 6.990 7.548
1.589 1.845 1.936
5.225 5.257 5.857
6.651 6.683 7.255
6.175 6.516 6.838
1.825 1.850 2.313
7.400 7.424 7.730
8.089 8.170 8.579
8.653 8.680 9.110
2.809 3.077 3.404
7.502 7.507 7.916
0.927 0.956 1.235
8.704 8.735 9.117
5.033 5.252 5.834
4.264 4.266 4.760
5.248 5.284 5.726
5.074 5.148 5.689
7.194 7.307 7.730
5.786 5.802 6.428
7.523 7.525 8.003
5.399 5.469 6.001
4.264 4.264 4.751
5.140 5.436 5.794
8.314 8.340 8.876
4.832 5.159 5.536
4.352 4.672 4.998
7.500 7.530 8.053
5.731 6.061 6.389
6.474 6.811 7.126
6.178 6.211 6.792
4.308 4.339 4.924
6.255 6.580 6.901
9.235 9.488 9.723
6.809 7.139 7.446
4.043 4.358 4.679
9.577 9.600 10.03
7.719 7.748 8.265
10.09 10.12 10.51
10.18 10.21 10.59
10.96 10.98 11.35
8.294 8.321 8.805
8.140 8.168 8.654
8.477 8.742 8.999
8.599 8.860 9.113
3.610 3.928 4.240
0.133 0.138 0.264
4.428 4.460 5.041
2.469 2.496 2.990
5.471 5.504 6.096
7.202 7.508 7.804
4.190 4.222 4.796
8.405 8.432 8.908
3.765 4.087 4.403
8.550 8.577 9.045
8.951 9.201 9.444
8.777 9.044 9.291
9.449 9.473 9.890
11.65 11.85 12.05
10.36 10.39 10.77
12.31 12.33 12.69
12.39 12.41 12.77
11.35 11.37 11.74
5.982 6.541 6.891
0.890 1.309 1.540
6.303 6.932 7.226
5.909 6.514 6.812
2.282 2.325 2.863
3.501 3.782 4.183
0.023 0.041 0.061
0.907 1.322 1.547
0.056 0.123 0.178
4.004 4.549 4.889
4.621 4.960 5.288
4.817 4.849 5.445
0.171 0.244 0.340
0.597 0.758 0.940
3.217 3.246 3.778
4.190 4.508 4.832
2.702 2.730 3.234
4.499 4.531 5.121
5.169 5.202 5.801
5.998 6.031 6.623
3.678 3.998 4.311
0.418 0.430 0.687
2.997 3.283 3.578
0.036 0.037 0.076
1.608 1.853 2.109
1.466 1.490 1.926
3.666 3.696 4.250
3.032 3.060 3.582
3.058 3.086 3.609
0.297 0.307 0.521
0.007 0.007 0.008
2.235 2.503 2.776
3.392 3.422 3.962
1.276 1.504 1.743
2.557 2.584 3.082
2.754 2.782 3.289
0.028 0.038 0.056
5.253 5.286 5.885
4.017 4.345 4.666
5.597 5.630 6.228
0.299 0.413 0.545
4.102 4.432 4.754
3.648 3.678 4.238
7.665 7.957 8.239
7.822 7.851 8.356
5.541 5.575 6.166
5.612 5.646 6.236
6.313 6.345 6.929
5.689 5.722 6.319
12.10 12.12 12.48
13.71 13.92 14.12
14.59 14.80 15.00
15.34 15.36 15.73
16.65 16.87 17.09
16.39 16.41 16.80
15.06 15.08 15.44
16.98 17.21 17.44
15.93 15.95 16.33
17.05 17.28 17.52
16.26 16.28 16.67
15.66 15.68 16.05
14.72 14.92 15.12
17.91 18.18 18.45
17.18 17.20 17.63
17.26 17.28 17.71
18.04 18.07 18.56
18.51 18.54 19.06
15.58 15.60 15.97
16.73 16.75 17.16
17.31 17.55 17.80
8.594 8.866 9.119
11.70 11.91 12.11
12.49 12.51 12.87
15.18 15.20 15.57
13.89 14.09 14.30
15.74 15.95 16.13
13.04 13.09 13.41
14.96 14.99 15.32
13.70 13.71 13.96
11.61 11.66 11.92
10.73 10.92 11.09
3.811 4.135 4.490
7.063 7.526 7.837
10.39 10.76 10.98
7.924 7.953 8.173
6.921 6.934 7.215
2.949 2.960 3.397
1.553 1.809 2.055
0.596 0.603 0.878
3.590 3.620 4.170
6.346 6.378 6.954
7.405 7.435 7.963
2.605 2.894 3.177
5.160 5.193 5.784
0.716 0.732 1.070
4.500 4.823 5.151
8.136 8.412 8.679
2.363 2.603 3.109
3.046 3.269 3.783
6.899 6.930 7.491
